exp,dte,strike,ask,cost,n@budget,BE,2x,5x,need%,sigma,delta,oi,p_BE,p_BE_d,p_touch
2026-09-30,55,825.0,0.9,90,4444,825.9,826.8,829.5,15.2,1.69,0.042,1165,4.7,7.1,5.8
2026-10-16,71,825.0,1.81,181,2209,826.81,828.62,834.05,15.3,1.49,0.068,7790,6.6,11.3,7.5
2028-06-16,680,825.0,76.0,7600,52,901.0,977.0,1205.0,25.7,0.77,0.489,2799,,,
2027-01-15,162,825.0,10.94,1094,365,835.94,846.88,879.7,16.6,1.06,0.206,989,4.1,21.4,5.9
2027-06-17,315,825.0,32.06,3206,124,857.06,889.12,985.3,19.5,0.89,0.349,3723,1.1,55.9,10.0
2027-03-19,225,825.0,19.65,1965,203,844.65,864.3,923.25,17.8,0.96,0.279,3069,4.7,26.8,11.7
2026-12-18,134,830.0,7.11,711,562,837.11,844.22,865.55,16.8,1.18,0.16,3116,2.2,19.1,5.4
2028-01-21,533,830.0,57.5,5750,69,887.5,945.0,1117.5,23.8,0.82,0.435,924,0.0,89.4,0.0
2026-10-16,71,830.0,1.58,158,2531,831.58,833.16,837.9,16.0,1.55,0.06,758,6.0,10.2,6.8
2027-03-19,225,830.0,18.43,1843,217,848.43,866.86,922.15,18.3,0.99,0.267,20603,4.4,22.7,10.5
2027-12-17,498,830.0,53.77,5377,74,883.77,937.54,1098.85,23.3,0.83,0.426,844,0.0,83.8,0.0
2027-09-17,407,830.0,42.91,4291,93,872.91,915.82,1044.55,21.7,0.86,0.387,528,12.2,68.5,16.0
2026-09-18,43,830.0,0.42,42,9523,830.42,830.84,832.1,15.8,1.97,0.023,10214,3.0,5.5,3.4
2026-08-21,15,830.0,0.05,5,80000,830.05,830.1,830.25,15.8,3.29,0.004,9967,0.0,0.0,0.0
2027-06-17,315,830.0,30.61,3061,130,860.61,891.22,983.05,20.0,0.91,0.338,2797,1.1,53.0,9.0
2027-01-15,162,830.0,10.05,1005,398,840.05,850.1,880.25,17.2,1.1,0.194,5652,3.6,18.3,5.2
2027-02-19,197,830.0,14.45,1445,276,844.45,858.9,902.25,17.8,1.03,0.235,5272,3.9,21.2,7.7
2027-03-19,225,835.0,17.35,1735,230,852.35,869.7,921.75,18.9,1.02,0.255,1636,4.1,21.0,9.3
2026-10-16,71,835.0,1.37,137,2919,836.37,837.74,841.85,16.6,1.61,0.053,1449,5.5,8.4,6.6
2027-06-17,315,835.0,29.21,2921,136,864.21,893.42,981.05,20.5,0.93,0.327,3506,1.1,50.9,8.2
2026-11-20,106,835.0,3.94,394,1015,838.94,842.88,854.7,17.0,1.34,0.108,3180,3.0,14.3,9.1
2026-09-18,43,835.0,0.38,38,10526,835.38,835.76,836.9,16.5,2.05,0.02,4593,2.5,4.7,2.7
2026-12-31,147,835.0,7.89,789,506,842.89,850.78,874.45,17.6,1.18,0.162,519,3.5,15.3,4.0
2026-08-21,15,835.0,0.05,5,80000,835.05,835.1,835.25,16.5,3.43,0.003,683,0.0,0.0,0.0
2026-12-18,134,835.0,6.48,648,617,841.48,847.96,867.4,17.4,1.22,0.148,783,2.2,15.2,4.2
2028-01-21,533,835.0,56.0,5600,71,891.0,947.0,1115.0,24.3,0.83,0.426,2030,0.0,88.6,0.0
2027-01-15,162,835.0,9.35,935,427,844.35,853.7,881.75,17.8,1.13,0.182,900,3.6,17.0,4.9
2026-09-30,55,839.0,0.61,61,6557,839.61,840.22,842.05,17.1,1.89,0.029,500,3.7,5.6,4.5
2026-12-18,134,840.0,5.89,589,679,845.89,851.78,869.45,18.0,1.26,0.137,5544,2.2,13.0,3.4
2027-06-17,315,840.0,27.68,2768,144,867.68,895.36,978.4,21.0,0.95,0.316,4373,1.1,48.0,7.5
2027-09-17,407,840.0,39.78,3978,100,879.78,919.56,1038.9,22.7,0.89,0.367,544,11.7,64.8,15.5
2026-10-16,71,840.0,1.19,119,3361,841.19,842.38,845.95,17.3,1.67,0.047,824,4.9,7.3,6.2
2027-12-17,498,840.0,50.38,5038,79,890.38,940.76,1091.9,24.2,0.86,0.407,1156,0.0,79.1,0.0
2027-03-31,237,840.0,17.5,1750,228,857.5,875.0,927.5,19.6,1.03,0.252,1549,2.7,24.5,8.4
2027-03-19,225,840.0,16.32,1632,245,856.32,872.64,921.6,19.4,1.04,0.243,2340,3.8,20.1,8.2
2026-12-31,147,840.0,6.99,699,572,846.99,853.98,874.95,18.1,1.21,0.151,585,3.0,14.0,3.5
2026-08-21,15,840.0,0.05,5,80000,840.05,840.1,840.25,17.2,3.56,0.003,2801,0.0,0.0,0.0
2026-09-18,43,840.0,0.34,34,11764,840.34,840.68,841.7,17.2,2.13,0.018,17897,2.5,4.0,2.7
2027-01-15,162,840.0,8.56,856,467,848.56,857.12,882.8,18.3,1.17,0.17,1467,3.6,16.0,4.4
2026-09-30,55,843.0,0.54,54,7407,843.54,844.08,845.7,17.6,1.94,0.026,1251,3.0,5.6,4.1
2028-01-21,533,845.0,52.5,5250,76,897.5,950.0,1107.5,25.2,0.86,0.409,925,0.0,87.0,0.0
2027-03-19,225,845.0,15.32,1532,261,860.32,875.64,921.6,20.0,1.07,0.232,1756,3.5,17.8,7.6
2026-08-21,15,845.0,0.05,5,80000,845.05,845.1,845.25,17.9,3.7,0.003,1152,0.0,0.0,0.0
2027-06-17,315,845.0,26.58,2658,150,871.58,898.16,977.9,21.6,0.97,0.305,1239,1.1,44.4,6.1
2026-10-16,71,845.0,1.04,104,3846,846.04,847.08,850.2,18.0,1.73,0.042,1622,4.0,7.3,5.3
2026-09-30,55,845.0,0.51,51,7843,845.51,846.02,847.55,17.9,1.97,0.025,602,2.8,5.4,4.1
2026-09-18,43,845.0,0.31,31,12903,845.31,845.62,846.55,17.9,2.21,0.016,1508,1.7,3.4,2.5
2027-01-15,162,845.0,7.93,793,504,852.93,860.86,884.65,19.0,1.2,0.159,663,3.6,14.4,3.6
2026-12-18,134,845.0,5.36,536,746,850.36,855.72,871.8,18.6,1.3,0.127,1386,2.2,10.3,3.2
2026-08-31,25,845.0,0.09,9,44444,845.09,845.18,845.45,17.9,2.89,0.005,603,0.0,0.4,0.0
2026-10-16,71,850.0,0.92,92,4347,850.92,851.84,854.6,18.7,1.79,0.037,6888,3.3,7.1,4.9
2028-12-15,862,850.0,86.5,8650,46,936.5,1023.0,1282.5,30.6,0.8,0.499,3422,,,
2026-09-30,55,850.0,0.46,46,8695,850.46,850.92,852.3,18.6,2.04,0.022,982,2.8,4.7,3.4
2026-09-18,43,850.0,0.27,27,14814,850.27,850.54,851.35,18.6,2.28,0.014,20318,1.5,2.7,2.5
2027-01-15,162,850.0,7.21,721,554,857.21,864.42,886.05,19.6,1.24,0.149,15820,3.6,12.9,3.6
2027-09-17,407,850.0,36.91,3691,108,886.91,923.82,1034.55,23.7,0.93,0.348,787,8.5,59.6,14.1
2026-12-31,147,850.0,5.85,585,683,855.85,861.7,879.25,19.4,1.29,0.131,4190,2.3,10.5,2.8
2026-12-18,134,850.0,4.86,486,823,854.86,859.72,874.3,19.2,1.34,0.117,7668,2.0,8.8,2.7
2027-03-19,225,850.0,14.38,1438,278,864.38,878.76,921.9,20.6,1.1,0.221,7656,3.5,16.6,6.7
2026-08-21,15,850.0,0.04,4,100000,850.04,850.08,850.2,18.6,3.83,0.002,15611,0.0,0.0,0.0
2028-01-21,533,850.0,51.0,5100,78,901.0,952.0,1105.0,25.7,0.87,0.4,1630,0.0,84.6,0.0
2027-06-17,315,850.0,25.35,2535,157,875.35,900.7,976.75,22.1,0.99,0.295,10724,0.4,40.9,5.7
2027-03-31,237,850.0,15.49,1549,258,865.49,880.98,927.45,20.7,1.08,0.23,521,2.7,21.2,6.3
2027-12-17,498,850.0,47.08,4708,84,897.08,944.16,1085.4,25.1,0.89,0.389,1450,0.0,75.0,0.0
2026-08-31,25,850.0,0.09,9,44444,850.09,850.18,850.45,18.6,2.99,0.005,2019,0.0,0.2,0.0
2026-12-31,147,855.0,5.4,540,740,860.4,865.8,882.0,20.0,1.33,0.121,515,2.3,9.8,2.5
2027-06-17,315,855.0,24.16,2416,165,879.16,903.32,975.8,22.6,1.01,0.285,3556,0.0,37.3,5.4
2027-03-19,225,855.0,13.5,1350,296,868.5,882.0,922.5,21.1,1.13,0.21,3508,2.9,15.7,6.1
2026-10-16,71,855.0,0.81,81,4938,855.81,856.62,859.05,19.4,1.85,0.033,585,2.6,6.4,4.2
2026-09-18,43,855.0,0.25,25,16000,855.25,855.5,856.25,19.3,2.36,0.013,2282,1.3,2.5,1.9
2026-08-31,25,855.0,0.08,8,50000,855.08,855.16,855.4,19.3,3.1,0.004,795,0.0,0.0,0.0
2028-06-16,680,855.0,65.0,6500,61,920.0,985.0,1180.0,28.3,0.84,0.443,518,,,
2027-09-17,407,855.0,35.71,3571,112,890.71,926.42,1033.55,24.2,0.95,0.338,1285,8.0,57.7,14.1
2027-01-15,162,855.0,6.71,671,596,861.71,868.42,888.55,20.2,1.27,0.139,1405,3.1,11.1,3.4
2026-12-18,134,855.0,4.51,451,886,859.51,864.02,877.55,19.9,1.38,0.108,1580,2.0,6.9,2.5
2026-10-16,71,860.0,0.72,72,5555,860.72,861.44,863.6,20.0,1.91,0.03,677,1.8,6.0,3.8
2027-09-17,407,860.0,34.18,3418,117,894.18,928.36,1030.9,24.7,0.97,0.329,556,7.5,55.9,14.1
2027-03-19,225,860.0,12.67,1267,315,872.67,885.34,923.35,21.7,1.16,0.2,3408,2.6,14.6,5.0
2026-12-18,134,860.0,4.01,401,997,864.01,868.02,880.05,20.5,1.42,0.1,20289,1.2,6.9,2.0
2028-06-16,680,860.0,63.0,6300,63,923.0,986.0,1175.0,28.7,0.85,0.435,1095,,,
2028-01-21,533,860.0,47.5,4750,84,907.5,955.0,1097.5,26.6,0.9,0.383,785,0.0,82.1,0.0
2027-06-17,315,860.0,23.03,2303,173,883.03,906.06,975.15,23.2,1.04,0.275,2046,0.0,34.8,5.0
2027-01-15,162,860.0,6.13,613,652,866.13,872.26,890.65,20.8,1.31,0.13,548,2.6,10.1,3.4
2028-12-15,862,860.0,83.0,8300,48,943.0,1026.0,1275.0,31.5,0.82,0.485,710,,,
2026-08-21,15,860.0,0.04,4,100000,860.04,860.08,860.2,19.9,4.09,0.002,1556,0.0,0.0,0.0
2026-09-18,43,860.0,0.22,22,18181,860.22,860.44,861.1,20.0,2.44,0.011,2156,1.1,2.3,1.3
2027-12-17,498,865.0,42.93,4293,93,907.93,950.86,1079.65,26.6,0.93,0.363,890,0.0,70.3,0.0
2026-12-18,134,865.0,3.73,373,1072,868.73,872.46,883.65,21.2,1.46,0.092,670,1.2,6.4,2.0
2027-06-30,328,865.0,23.93,2393,167,888.93,912.86,984.65,24.0,1.05,0.273,667,0.0,39.3,4.8
2027-09-17,407,865.0,33.07,3307,120,898.07,931.14,1030.35,25.3,0.98,0.32,544,7.5,53.1,13.6
2026-09-18,43,865.0,0.21,21,19047,865.21,865.42,866.05,20.7,2.52,0.01,682,0.8,1.5,1.1
2027-01-15,162,865.0,5.66,566,706,870.66,876.32,893.3,21.4,1.35,0.121,3884,2.6,8.8,2.8
2026-10-16,71,865.0,0.64,64,6250,865.64,866.28,868.2,20.7,1.97,0.026,1103,1.1,5.5,3.5
2028-01-21,533,865.0,46.0,4600,86,911.0,957.0,1095.0,27.1,0.92,0.374,586,0.0,79.7,0.0
2027-06-17,315,865.0,21.95,2195,182,886.95,908.9,974.75,23.7,1.06,0.265,27881,0.0,32.6,4.7
2027-03-19,225,865.0,11.88,1188,336,876.88,888.76,924.4,22.3,1.18,0.191,623,2.3,13.4,4.4
2026-08-21,15,865.0,0.04,4,100000,865.04,865.08,865.2,20.6,4.22,0.002,590,0.0,0.0,0.0
2026-08-31,25,870.0,0.07,7,57142,870.07,870.14,870.35,21.3,3.4,0.003,689,0.0,0.0,0.0
2027-01-15,162,870.0,5.16,516,775,875.16,880.32,895.8,22.1,1.38,0.113,4387,2.3,8.2,2.3
2028-12-15,862,870.0,79.0,7900,50,949.0,1028.0,1265.0,32.4,0.84,0.472,1387,,,
2026-09-18,43,870.0,0.19,19,21052,870.19,870.38,870.95,21.4,2.6,0.009,20495,0.4,1.3,0.6
2028-01-21,533,870.0,44.5,4450,89,914.5,959.0,1092.5,27.5,0.93,0.366,1124,0.0,79.7,0.0
2027-06-17,315,870.0,20.92,2092,191,890.92,911.84,974.6,24.3,1.08,0.256,1425,0.0,30.5,4.7
2027-03-19,225,870.0,11.15,1115,358,881.15,892.3,925.75,22.9,1.21,0.181,3185,2.0,13.4,4.1
2026-12-18,134,870.0,3.4,340,1176,873.4,876.8,887.0,21.8,1.5,0.085,5065,1.0,6.1,1.7
2028-06-16,680,870.0,60.0,6000,66,930.0,990.0,1170.0,29.7,0.88,0.419,2443,,,
2027-06-17,315,875.0,19.93,1993,200,894.93,914.86,974.65,24.8,1.1,0.246,2188,0.0,27.6,4.7
2026-08-21,15,875.0,0.04,4,100000,875.04,875.08,875.2,22.0,4.48,0.002,7757,0.0,0.0,0.0
2027-06-30,328,875.0,21.85,2185,183,896.85,918.7,984.25,25.1,1.09,0.254,607,0.0,31.9,4.8
2027-03-19,225,875.0,10.43,1043,383,885.43,895.86,927.15,23.5,1.24,0.172,12506,2.0,13.4,3.8
2027-01-15,162,875.0,4.82,482,829,879.82,884.64,899.1,22.7,1.42,0.105,1473,2.1,7.5,2.3
2026-12-18,134,875.0,3.09,309,1294,878.09,881.18,890.45,22.5,1.54,0.078,2598,1.0,5.1,1.7
2026-09-18,43,875.0,0.18,18,22222,875.18,875.36,875.9,22.1,2.67,0.008,3472,0.2,1.3,0.4
2026-08-31,25,880.0,0.06,6,66666,880.06,880.12,880.3,22.7,3.6,0.003,514,0.0,0.0,0.0
2028-12-15,862,880.0,75.5,7550,52,955.5,1031.0,1257.5,33.3,0.86,0.458,589,,,
2026-08-21,15,880.0,0.04,4,100000,880.04,880.08,880.2,22.7,4.61,0.001,740,0.0,0.0,0.0
2026-10-16,71,880.0,0.48,48,8333,880.48,880.96,882.4,22.8,2.15,0.019,1090,0.4,3.3,1.8
2028-01-21,533,880.0,41.5,4150,96,921.5,963.0,1087.5,28.5,0.96,0.349,836,0.0,74.0,0.0
2027-03-31,237,880.0,11.01,1101,363,891.01,902.02,935.05,24.3,1.25,0.172,613,1.2,13.1,3.9
2026-12-18,134,880.0,2.8,280,1428,882.8,885.6,894.0,23.1,1.58,0.072,15966,1.0,3.9,1.0
2027-12-17,498,880.0,38.5,3850,103,918.5,957.0,1072.5,28.1,0.98,0.338,1961,0.0,62.8,0.0
2027-06-17,315,880.0,18.99,1899,210,898.99,917.98,974.95,25.4,1.13,0.237,35624,0.0,24.7,3.9
2026-09-18,43,880.0,0.16,16,25000,880.16,880.32,880.8,22.8,2.75,0.008,1381,0.2,0.8,0.4
2027-01-15,162,880.0,4.38,438,913,884.38,888.76,901.9,23.3,1.45,0.098,3928,1.8,7.5,2.1
2027-03-19,225,880.0,9.8,980,408,889.8,899.6,929.0,24.1,1.27,0.163,9394,2.0,13.4,3.8
2027-12-17,498,885.0,37.43,3743,106,922.43,959.86,1072.15,28.7,1.0,0.33,1215,0.0,60.8,0.0
2027-06-17,315,885.0,18.09,1809,221,903.09,921.18,975.45,26.0,1.15,0.229,1532,0.0,21.9,3.6
2028-06-16,680,885.0,55.0,5500,72,940.0,995.0,1160.0,31.1,0.92,0.397,553,,,
2026-12-18,134,885.0,2.57,257,1556,887.57,890.14,897.85,23.8,1.63,0.066,750,1.0,3.2,1.0
2027-03-19,225,885.0,9.19,919,435,894.19,903.38,930.95,24.7,1.3,0.155,843,1.7,12.8,3.8
2026-08-21,15,885.0,0.04,4,100000,885.04,885.08,885.2,23.4,4.74,0.001,1674,0.0,0.0,0.0
2026-09-30,55,885.0,0.24,24,16666,885.24,885.48,886.2,23.5,2.52,0.011,515,0.2,1.7,0.4
2026-09-18,43,885.0,0.15,15,26666,885.15,885.3,885.75,23.5,2.82,0.007,1063,0.2,0.6,0.2
2026-10-16,71,885.0,0.43,43,9302,885.43,885.86,887.15,23.5,2.2,0.017,3339,0.0,2.6,1.1
2027-06-17,315,890.0,17.24,1724,232,907.24,924.48,976.2,26.5,1.17,0.22,9917,0.0,20.4,2.9
2026-11-20,106,890.0,1.25,125,3200,891.25,892.5,896.25,24.3,1.86,0.038,979,0.9,2.1,1.9
2026-09-18,43,890.0,0.14,14,28571,890.14,890.28,890.7,24.1,2.9,0.006,1160,0.2,0.4,0.2
2027-09-17,407,890.0,27.13,2713,147,917.13,944.26,1025.65,27.9,1.08,0.276,630,4.7,41.3,8.9
2027-03-19,225,890.0,8.61,861,464,898.61,907.22,933.05,25.3,1.33,0.147,570,1.2,11.7,3.2
2027-12-17,498,890.0,35.93,3593,111,925.93,961.86,1069.65,29.1,1.01,0.321,1888,0.0,58.1,0.0
2028-01-21,533,890.0,39.0,3900,102,929.0,968.0,1085.0,29.6,0.99,0.333,756,0.0,65.9,0.0
2026-08-21,15,890.0,0.03,3,133333,890.03,890.06,890.15,24.1,4.86,0.001,655,0.0,0.0,0.0
2026-12-18,134,890.0,2.35,235,1702,892.35,894.7,901.75,24.5,1.67,0.061,1041,0.7,2.2,1.0
2027-03-19,225,895.0,8.07,807,495,903.07,911.14,935.35,26.0,1.36,0.14,625,1.2,9.9,2.9
2027-06-17,315,895.0,16.42,1642,243,911.42,927.84,977.1,27.1,1.19,0.212,4501,0.0,19.0,2.9
2026-09-04,29,895.0,0.07,7,57142,895.07,895.14,895.35,24.8,3.61,0.003,904,0.0,0.0,0.0
2026-08-31,25,895.0,0.05,5,80000,895.05,895.1,895.25,24.8,3.9,0.002,525,0.0,0.0,0.0
2028-06-16,680,895.0,52.0,5200,76,947.0,999.0,1155.0,32.1,0.94,0.382,544,,,
2026-09-18,43,895.0,0.13,13,30769,895.13,895.26,895.65,24.8,2.97,0.006,536,0.0,0.2,0.0
2027-12-17,498,895.0,35.05,3505,114,930.05,965.1,1070.25,29.7,1.03,0.313,1873,0.0,56.1,0.0
2026-12-18,134,895.0,2.15,215,1860,897.15,899.3,905.75,25.1,1.71,0.056,604,0.5,2.2,1.0
2026-12-18,134,900.0,1.93,193,2072,901.93,903.86,909.65,25.8,1.75,0.052,13828,0.2,2.2,0.7
2026-09-30,55,900.0,0.2,20,20000,900.2,900.4,901.0,25.6,2.72,0.008,581,0.2,0.9,0.2
2027-12-17,498,900.0,33.72,3372,118,933.72,967.44,1068.6,30.2,1.04,0.305,5615,0.0,54.1,0.0
2026-09-18,43,900.0,0.13,13,30769,900.13,900.26,900.65,25.5,3.05,0.006,28845,0.0,0.2,0.0
2027-01-15,162,900.0,3.19,319,1253,903.19,906.38,915.95,26.0,1.6,0.074,15736,1.0,4.1,1.0
2027-06-17,315,900.0,15.64,1564,255,915.64,931.28,978.2,27.7,1.22,0.204,27666,0.0,17.6,2.9
2028-01-21,533,900.0,36.5,3650,109,936.5,973.0,1082.5,30.6,1.02,0.318,1537,0.0,62.6,0.0
2026-10-16,71,900.0,0.33,33,12121,900.33,900.66,901.65,25.6,2.38,0.013,17120,0.0,1.1,0.4
2028-06-16,680,900.0,50.5,5050,79,950.5,1001.0,1152.5,32.6,0.95,0.375,543,,,
2026-08-21,15,900.0,0.03,3,133333,900.03,900.06,900.15,25.5,5.11,0.001,36336,0.0,0.0,0.0
2026-11-20,106,900.0,1.0,100,4000,901.0,902.0,905.0,25.7,1.96,0.032,918,0.7,1.9,1.2
2027-09-17,407,900.0,24.79,2479,161,924.79,949.58,1023.95,29.0,1.11,0.26,1191,4.2,38.5,7.5
2028-12-15,862,900.0,69.0,6900,57,969.0,1038.0,1245.0,35.1,0.91,0.432,3567,,,
2027-03-19,225,900.0,7.57,757,528,907.57,915.14,937.85,26.6,1.39,0.132,1943,1.2,9.0,2.3
2027-06-17,315,905.0,14.9,1490,268,919.9,934.8,979.5,28.3,1.24,0.196,1455,0.0,14.7,2.5
2028-12-15,862,905.0,67.5,6750,59,972.5,1040.0,1242.5,35.6,0.92,0.425,957,,,
2027-09-17,407,905.0,24.29,2429,164,929.29,953.58,1026.45,29.6,1.13,0.252,672,4.2,37.1,7.0
2027-01-15,162,905.0,2.92,292,1369,907.92,910.84,919.6,26.6,1.64,0.069,939,1.0,3.6,1.0
2026-09-18,43,905.0,0.12,12,33333,905.12,905.24,905.6,26.2,3.12,0.005,826,0.0,0.2,0.0
2028-06-16,680,905.0,49.5,4950,80,954.5,1004.0,1152.5,33.1,0.97,0.367,798,,,
2028-01-21,533,905.0,35.5,3550,112,940.5,976.0,1082.5,31.2,1.04,0.31,900,0.0,61.0,0.0
2027-12-17,498,905.0,32.76,3276,122,937.76,970.52,1068.8,30.8,1.06,0.298,1586,0.0,48.0,0.0
2027-09-17,407,910.0,23.37,2337,171,933.37,956.74,1026.85,30.2,1.15,0.244,606,4.2,36.2,6.6
2028-01-21,533,910.0,34.5,3450,115,944.5,979.0,1082.5,31.7,1.05,0.302,1887,0.0,58.5,0.0
2027-12-17,498,910.0,31.37,3137,127,941.37,972.74,1066.85,31.3,1.08,0.29,1790,0.0,46.6,0.0
2027-01-15,162,910.0,2.69,269,1486,912.69,915.38,923.45,27.3,1.67,0.064,598,1.0,3.6,1.0
2027-06-17,315,910.0,14.19,1419,281,924.19,938.38,980.95,28.9,1.26,0.188,1124,0.0,12.9,2.5
2026-09-18,43,910.0,0.11,11,36363,910.11,910.22,910.55,26.9,3.2,0.005,2175,0.0,0.0,0.0
2027-03-19,225,910.0,6.65,665,601,916.65,923.3,943.25,27.8,1.44,0.119,535,0.3,7.3,2.3
2026-12-18,134,910.0,1.66,166,2409,911.66,913.32,918.3,27.1,1.83,0.044,2427,0.2,2.0,0.7
2027-12-17,498,915.0,30.5,3050,131,945.5,976.0,1067.5,31.9,1.09,0.283,507,0.0,42.6,0.0
2028-12-15,862,915.0,64.5,6450,62,979.5,1044.0,1237.5,36.6,0.94,0.412,510,,,
2028-06-16,680,915.0,46.5,4650,86,961.5,1008.0,1147.5,34.1,0.99,0.353,1840,,,
2026-09-18,43,915.0,0.11,11,36363,915.11,915.22,915.55,27.6,3.27,0.004,15375,0.0,0.0,0.0
2028-01-21,533,915.0,33.0,3300,121,948.0,981.0,1080.0,32.2,1.07,0.295,908,0.0,56.9,0.0
2027-06-17,315,915.0,13.52,1352,295,928.52,942.04,982.6,29.5,1.29,0.181,2224,0.0,11.8,1.4
2028-01-21,533,920.0,32.0,3200,125,952.0,984.0,1080.0,32.8,1.08,0.287,502,0.0,52.0,0.0
2026-08-21,15,920.0,0.03,3,133333,920.03,920.06,920.15,28.3,5.61,0.001,893,0.0,0.0,0.0
2027-09-17,407,920.0,21.66,2166,184,941.66,963.32,1028.3,31.3,1.19,0.229,1130,3.8,35.2,6.1
2026-12-18,134,920.0,1.41,141,2836,921.41,922.82,927.05,28.5,1.91,0.037,5718,0.0,1.2,0.2
2026-08-31,25,920.0,0.05,5,80000,920.05,920.1,920.25,28.3,4.39,0.002,1146,0.0,0.0,0.0
2026-10-16,71,920.0,0.24,24,16666,920.24,920.48,921.2,28.3,2.61,0.009,4145,0.0,0.0,0.0
2026-09-18,43,920.0,0.1,10,40000,920.1,920.2,920.5,28.3,3.34,0.004,1193,0.0,0.0,0.0
2027-06-17,315,920.0,12.88,1288,310,932.88,945.76,984.4,30.1,1.31,0.174,1271,0.0,10.4,1.4
2027-01-15,162,920.0,2.33,233,1716,922.33,924.66,931.65,28.6,1.74,0.055,939,0.8,3.6,0.8
2027-06-17,315,925.0,13.5,1350,296,938.5,952.0,992.5,30.9,1.34,0.167,1131,0.0,9.0,1.4
2026-09-18,43,925.0,0.1,10,40000,925.1,925.2,925.5,29.0,3.42,0.004,10767,0.0,0.0,0.0
2026-12-18,134,925.0,1.2,120,3333,926.2,927.4,931.0,29.2,1.95,0.035,804,0.0,1.2,0.2
2028-06-16,680,925.0,44.0,4400,90,969.0,1013.0,1145.0,35.1,1.02,0.339,1320,,,
2027-03-19,225,925.0,5.48,548,729,930.48,935.96,952.4,29.8,1.53,0.101,658,0.3,5.8,1.2
2026-08-21,15,925.0,0.03,3,133333,925.03,925.06,925.15,29.0,5.73,0.001,1217,0.0,0.0,0.0
2028-01-21,533,925.0,31.0,3100,129,956.0,987.0,1080.0,33.3,1.1,0.28,758,0.0,48.0,0.0
2026-10-16,71,925.0,0.23,23,17391,925.23,925.46,926.15,29.0,2.66,0.009,563,0.0,0.0,0.0
2026-09-18,43,930.0,0.09,9,44444,930.09,930.18,930.45,29.7,3.49,0.004,526,0.0,0.0,0.0
2028-06-16,680,930.0,43.0,4300,93,973.0,1016.0,1145.0,35.7,1.03,0.332,719,,,
2028-12-15,862,930.0,60.0,6000,66,990.0,1050.0,1230.0,38.1,0.97,0.393,1273,,,
2028-01-21,533,930.0,30.0,3000,133,960.0,990.0,1080.0,33.9,1.12,0.273,1454,0.0,42.3,0.0
2026-08-31,25,930.0,0.05,5,80000,930.05,930.1,930.25,29.7,4.58,0.001,1955,0.0,0.0,0.0
2027-12-17,498,930.0,27.73,2773,144,957.73,985.46,1068.65,33.6,1.14,0.261,1810,0.0,30.4,0.0
2027-06-17,315,930.0,13.01,1301,307,943.01,956.02,995.05,31.5,1.36,0.161,1142,0.0,7.2,1.4
2026-12-18,134,930.0,1.2,120,3333,931.2,932.4,936.0,29.9,1.99,0.032,10344,0.0,1.0,0.2
2027-06-30,328,930.0,12.62,1262,316,942.62,955.24,993.1,31.5,1.33,0.168,578,0.0,8.9,1.5
2027-03-19,225,930.0,5.15,515,776,935.15,940.3,955.75,30.4,1.56,0.095,6278,0.3,4.7,1.2
2027-12-17,498,935.0,26.82,2682,149,961.82,988.64,1069.1,34.1,1.16,0.254,1491,0.0,29.1,0.0
2028-06-16,680,935.0,41.5,4150,96,976.5,1018.0,1142.5,36.2,1.05,0.325,1317,,,
2026-12-31,147,935.0,1.41,141,2836,936.41,937.82,942.05,30.6,1.94,0.036,850,0.0,1.8,0.0
2027-06-17,315,935.0,11.15,1115,358,946.15,957.3,990.75,32.0,1.38,0.154,2466,0.0,6.1,1.4
2027-09-17,407,935.0,19.31,1931,207,954.31,973.62,1031.55,33.1,1.25,0.208,1045,3.3,31.0,4.7
2028-01-21,533,935.0,29.0,2900,137,964.0,993.0,1080.0,34.4,1.13,0.266,1254,0.0,40.7,0.0
2026-10-16,71,940.0,0.19,19,21052,940.19,940.38,940.95,31.1,2.83,0.007,547,0.0,0.0,0.0
2027-06-17,315,940.0,10.62,1062,376,950.62,961.24,993.1,32.6,1.4,0.148,777,0.0,5.0,1.1
2028-01-21,533,940.0,28.0,2800,142,968.0,996.0,1080.0,35.0,1.15,0.259,1505,0.0,37.4,0.0
2027-12-17,498,940.0,25.49,2549,156,965.49,990.98,1067.45,34.7,1.18,0.247,2711,0.0,24.3,0.0
2027-06-30,328,940.0,11.49,1149,348,951.49,962.98,997.45,32.7,1.38,0.156,1135,0.0,6.7,1.1
2026-09-18,43,940.0,0.08,8,50000,940.08,940.16,940.4,31.1,3.63,0.003,760,0.0,0.0,0.0
2027-03-19,225,940.0,4.53,453,883,944.53,949.06,962.65,31.7,1.62,0.086,595,0.0,4.4,1.2
2026-12-18,134,940.0,1.03,103,3883,941.03,942.06,945.15,31.2,2.07,0.027,815,0.0,1.0,0.0
2027-09-17,407,940.0,18.3,1830,218,958.3,976.6,1031.5,33.7,1.27,0.201,970,2.8,30.0,4.2
2028-01-21,533,945.0,27.5,2750,145,972.5,1000.0,1082.5,35.6,1.17,0.253,691,0.0,35.8,0.0
2028-06-16,680,945.0,39.5,3950,101,984.5,1024.0,1142.5,37.3,1.07,0.312,583,,,
2027-06-17,315,945.0,10.12,1012,395,955.12,965.24,995.6,33.2,1.43,0.142,3754,0.0,3.9,1.1
